pokedex_number,name,primary_type,secondary_type,total,average,hp,attack,defense,sp_atk,sp_def,speed,generation,legendary,catch_rate,egg_group_1,egg_group_2,proportion_of_grass_moves,proportion_of_fire_moves,proportion_of_water_moves,proportion_of_bug_moves,proportion_of_normal_moves,proportion_of_dark_moves,proportion_of_poison_moves,proportion_of_electric_moves,proportion_of_ground_moves,proportion_of_ice_moves,proportion_of_fairy_moves,proportion_of_steel_moves,proportion_of_fighting_moves,proportion_of_psychic_moves,proportion_of_rock_moves,proportion_of_ghost_moves,proportion_of_dragon_moves,proportion_of_flying_moves,sum_moves
189,Jumpluff,Grass,Flying,460,76.67,75,55,70,55,95,110,2,False,45,Fairy,Grass,50.0,0.0,0.0,10.0,15.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0
190,Aipom,Normal,,360,60.0,55,70,55,40,55,85,2,False,45,Field,,0.0,0.0,0.0,0.0,64.29,14.29,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,14.0
191,Sunkern,Grass,,180,30.0,30,30,30,30,30,30,2,False,235,Grass,,66.67,6.67,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
192,Sunflora,Grass,,425,70.83,75,75,55,105,85,30,2,False,120,Grass,,66.67,4.76,0.0,0.0,23.81,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
193,Yanma,Bug,Flying,390,65.0,65,65,45,75,45,95,2,False,75,Bug,,0.0,0.0,0.0,18.75,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,0.0,0.0,25.0,16.0
194,Wooper,Water,Ground,210,35.0,55,45,45,25,25,15,2,False,255,Water 1,Field,0.0,0.0,30.77,0.0,23.08,0.0,7.69,0.0,15.38,15.38,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,13.0
195,Quagsire,Water,Ground,430,71.67,95,85,85,65,65,35,2,False,90,Water 1,Field,0.0,0.0,30.77,0.0,23.08,0.0,7.69,0.0,15.38,15.38,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,13.0
196,Espeon,Psychic,,525,87.5,65,65,60,130,95,110,2,False,45,Field,,0.0,0.0,0.0,0.0,60.87,4.35,0.0,0.0,4.35,0.0,8.7,0.0,0.0,21.74,0.0,0.0,0.0,0.0,23.0
197,Umbreon,Dark,,525,87.5,95,65,110,60,130,65,2,False,45,Field,,0.0,0.0,0.0,0.0,58.33,16.67,0.0,0.0,4.17,0.0,12.5,0.0,0.0,4.17,0.0,4.17,0.0,0.0,24.0
198,Murkrow,Dark,Flying,405,67.5,60,85,42,85,42,91,2,False,30,Flying,,0.0,0.0,0.0,0.0,6.67,40.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,13.33,0.0,33.33,15.0
199,Slowking,Water,Psychic,490,81.67,95,75,80,100,110,30,2,False,70,Monster,Water 1,0.0,0.0,20.0,0.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,20.0
199,Slowking Galarian Slowking,Poison,Psychic,490,81.67,95,65,80,110,110,30,8,False,70,Monster,Water 1,0.0,0.0,14.29,0.0,38.1,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,28.57,4.76,4.76,0.0,0.0,21.0
200,Misdreavus,Ghost,,435,72.5,60,60,60,85,85,85,2,False,45,Amorphous,,0.0,0.0,0.0,0.0,28.57,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,7.14,42.86,0.0,0.0,14.0
201,Unown,Psychic,,336,56.0,48,72,48,72,48,48,2,False,225,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
202,Wobbuffet,Psychic,,405,67.5,190,33,58,33,58,33,2,False,45,Amorphous,,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,25.0,0.0,12.5,0.0,0.0,8.0
203,Girafarig,Normal,Psychic,455,75.83,70,80,65,90,65,85,2,False,60,Field,,0.0,0.0,0.0,0.0,31.25,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,6.25,0.0,0.0,16.0
204,Pineco,Bug,,290,48.33,50,65,90,35,35,15,2,False,190,Bug,,0.0,0.0,0.0,7.14,50.0,7.14,0.0,0.0,7.14,0.0,0.0,21.43,0.0,0.0,7.14,0.0,0.0,0.0,14.0
205,Forretress,Bug,Steel,465,77.5,75,90,140,60,60,40,2,False,75,Bug,,0.0,0.0,0.0,5.26,36.84,5.26,5.26,10.53,5.26,0.0,0.0,21.05,0.0,5.26,5.26,0.0,0.0,0.0,19.0
206,Dunsparce,Normal,,415,69.17,100,70,70,65,65,45,2,False,190,Field,,0.0,0.0,0.0,0.0,56.25,0.0,6.25,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,6.25,6.25,16.0
207,Gligar,Ground,Flying,430,71.67,65,75,105,35,65,85,2,False,60,Bug,,0.0,0.0,0.0,20.0,40.0,6.67,6.67,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,15.0
208,Steelix,Steel,Ground,510,85.0,75,85,200,55,65,30,2,False,25,Mineral,,0.0,4.17,0.0,0.0,25.0,4.17,0.0,8.33,8.33,4.17,0.0,8.33,0.0,0.0,29.17,4.17,4.17,0.0,24.0
209,Snubbull,Fairy,,300,50.0,60,80,50,40,40,30,2,False,190,Field,Fairy,0.0,6.67,0.0,0.0,33.33,26.67,0.0,6.67,0.0,6.67,13.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0,15.0
210,Granbull,Fairy,,450,75.0,90,120,75,60,60,45,2,False,75,Field,Fairy,0.0,6.25,0.0,0.0,31.25,25.0,0.0,6.25,0.0,6.25,12.5,0.0,0.0,0.0,0.0,6.25,6.25,0.0,16.0
211,Qwilfish,Water,Poison,440,73.33,65,95,85,55,55,85,2,False,45,Water 2,,0.0,0.0,15.79,10.53,36.84,0.0,21.05,0.0,5.26,0.0,0.0,0.0,5.26,0.0,0.0,5.26,0.0,0.0,19.0
211,Qwilfish Hisuian Qwilfish,Dark,Poison,440,73.33,65,95,85,55,55,85,8,False,45,Water 2,,0.0,0.0,16.67,0.0,8.33,8.33,16.67,0.0,8.33,25.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,12.0
212,Scizor,Bug,Steel,500,83.33,70,130,100,55,80,65,2,False,25,Bug,,0.0,0.0,0.0,11.11,50.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,5.56,0.0,0.0,0.0,11.11,18.0
213,Shuckle,Bug,Rock,505,84.17,20,10,230,10,230,5,2,False,190,Bug,,0.0,0.0,6.25,18.75,18.75,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,16.0
214,Heracross,Bug,Fighting,500,83.33,80,125,75,40,95,85,2,False,45,Bug,,0.0,0.0,0.0,14.29,50.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,7.14,14.0
215,Sneasel,Dark,Ice,430,71.67,55,95,55,35,75,115,2,False,60,Field,,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,12.0
215,Sneasel Hisuian Sneasel,Poison,Fighting,430,71.67,55,95,55,35,75,115,8,False,60,Field,,0.0,0.0,0.0,0.0,57.14,0.0,14.29,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,7.0
216,Teddiursa,Normal,,330,55.0,60,80,50,50,50,40,2,False,120,Field,,0.0,0.0,0.0,0.0,53.33,20.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,6.67,0.0,6.67,0.0,0.0,15.0
217,Ursaring,Normal,,500,83.33,90,130,75,75,75,55,2,False,60,Field,,0.0,0.0,0.0,0.0,55.56,16.67,0.0,0.0,0.0,0.0,11.11,0.0,5.56,5.56,0.0,5.56,0.0,0.0,18.0
218,Slugma,Fire,,250,41.67,40,40,40,70,40,20,2,False,190,Amorphous,,0.0,26.67,0.0,0.0,26.67,0.0,13.33,0.0,6.67,0.0,0.0,0.0,0.0,6.67,20.0,0.0,0.0,0.0,15.0
219,Magcargo,Fire,Rock,430,71.67,60,50,120,90,80,30,2,False,75,Amorphous,,0.0,25.0,0.0,0.0,31.25,0.0,12.5,0.0,6.25,0.0,0.0,0.0,0.0,6.25,18.75,0.0,0.0,0.0,16.0
220,Swinub,Ice,Ground,250,41.67,50,50,40,30,30,50,2,False,225,Field,,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,16.67,41.67,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,12.0
221,Piloswine,Ice,Ground,450,75.0,100,100,80,60,60,50,2,False,75,Field,,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,13.33,40.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,15.0
222,Corsola,Water,Rock,410,68.33,65,55,95,65,95,35,2,False,60,Water 1,Water 3,0.0,0.0,30.77,0.0,38.46,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,13.0
222,Corsola Galarian Corsola,Ghost,,410,68.33,60,55,100,65,100,30,8,False,60,Water 1,Water 3,7.69,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,15.38,46.15,0.0,0.0,13.0
223,Remoraid,Water,,300,50.0,35,65,35,65,35,65,2,False,190,Water 1,Water 2,7.69,0.0,38.46,0.0,30.77,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,13.0
224,Octillery,Water,,480,80.0,75,105,75,105,75,45,2,False,75,Water 1,Water 2,5.88,0.0,35.29,0.0,29.41,0.0,5.88,0.0,0.0,11.76,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,17.0
225,Delibird,Ice,Flying,330,55.0,45,55,45,65,45,75,2,False,45,Water 1,Field,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0
226,Mantine,Water,Flying,485,80.83,85,40,70,80,140,70,2,False,25,Water 1,,5.88,0.0,29.41,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,5.88,0.0,0.0,23.53,17.0
227,Skarmory,Steel,Flying,465,77.5,65,80,140,40,70,70,2,False,25,Flying,,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13.33,0.0,0.0,33.33,0.0,6.67,0.0,0.0,0.0,26.67,15.0
228,Houndour,Dark,Fire,330,55.0,45,60,30,80,50,65,2,False,120,Field,,0.0,31.25,0.0,0.0,18.75,43.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
229,Houndoom,Dark,Fire,500,83.33,75,90,50,110,80,95,2,False,45,Field,,0.0,29.41,0.0,0.0,17.65,41.18,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
230,Kingdra,Water,Dragon,540,90.0,75,95,95,95,95,85,2,False,45,Water 1,Dragon,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,26.67,0.0,15.0
231,Phanpy,Ground,,330,55.0,90,60,60,40,40,40,2,False,120,Field,,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0,12.0
232,Donphan,Ground,,500,83.33,90,120,120,60,60,50,2,False,60,Field,,0.0,4.35,0.0,0.0,60.87,8.7,0.0,4.35,8.7,0.0,4.35,0.0,0.0,0.0,8.7,0.0,0.0,0.0,23.0
233,Porygon2,Normal,,515,85.83,85,80,90,105,95,60,2,False,45,Mineral,,0.0,0.0,0.0,0.0,56.25,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,16.0
234,Stantler,Normal,,465,77.5,73,95,62,85,65,85,2,False,45,Field,,0.0,0.0,0.0,6.67,40.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,33.33,0.0,13.33,0.0,0.0,15.0
235,Smeargle,Normal,,250,41.67,55,20,35,20,45,75,2,False,45,Field,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,Tyrogue,Fighting,,210,35.0,35,35,35,35,35,35,2,False,75,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
237,Hitmontop,Fighting,,455,75.83,50,95,95,35,110,70,2,False,45,Human-Like,,0.0,0.0,0.0,0.0,42.11,5.26,0.0,0.0,5.26,0.0,0.0,5.26,31.58,5.26,5.26,0.0,0.0,0.0,19.0
238,Smoochum,Ice,Psychic,305,50.83,45,30,15,85,65,65,2,False,45,,,0.0,0.0,0.0,0.0,42.86,7.14,0.0,0.0,0.0,21.43,7.14,0.0,0.0,14.29,0.0,7.14,0.0,0.0,14.0
239,Elekid,Electric,,360,60.0,45,63,37,65,55,95,2,False,45,,,0.0,0.0,0.0,0.0,28.57,0.0,0.0,57.14,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,14.0
240,Magby,Fire,,365,60.83,45,75,37,70,55,83,2,False,45,,,0.0,50.0,0.0,0.0,21.43,0.0,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,14.0
241,Miltank,Normal,,490,81.67,95,80,105,40,70,100,2,False,45,Field,,0.0,0.0,0.0,0.0,61.54,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,7.69,7.69,0.0,0.0,0.0,13.0
242,Blissey,Normal,,540,90.0,255,10,10,75,135,55,2,False,30,Fairy,,0.0,0.0,4.76,0.0,61.9,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,21.0
243,Raikou,Electric,,580,96.67,90,85,75,115,100,115,2,True,3,,,0.0,0.0,5.56,0.0,27.78,11.11,0.0,38.89,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,18.0
244,Entei,Fire,,580,96.67,115,115,85,90,75,100,2,True,3,,,0.0,42.11,0.0,0.0,36.84,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,19.0
245,Suicune,Water,,580,96.67,100,75,115,90,115,85,2,True,3,,,0.0,0.0,26.32,0.0,15.79,10.53,0.0,0.0,0.0,21.05,0.0,0.0,0.0,15.79,0.0,0.0,0.0,10.53,19.0
246,Larvitar,Rock,Ground,300,50.0,50,64,50,45,50,41,2,False,45,Monster,,0.0,0.0,0.0,0.0,37.5,25.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,16.0
247,Pupitar,Rock,Ground,410,68.33,70,84,70,65,70,51,2,False,45,Monster,,0.0,0.0,0.0,0.0,35.29,23.53,0.0,0.0,11.76,0.0,0.0,5.88,0.0,0.0,23.53,0.0,0.0,0.0,17.0
248,Tyranitar,Rock,Dark,600,100.0,100,134,110,95,100,61,2,False,45,Monster,,0.0,4.76,0.0,0.0,33.33,19.05,0.0,4.76,9.52,4.76,0.0,4.76,0.0,0.0,19.05,0.0,0.0,0.0,21.0
249,Lugia,Psychic,Flying,680,113.33,106,90,130,90,154,110,2,True,3,,,0.0,0.0,13.33,0.0,26.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,20.0,6.67,0.0,6.67,20.0,15.0
250,Ho-oh,Fire,Flying,680,113.33,106,130,90,110,154,90,2,True,3,,,0.0,26.67,6.67,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.67,0.0,0.0,13.33,15.0
251,Celebi,Psychic,Grass,600,100.0,100,100,100,100,100,100,2,True,45,,,25.0,0.0,8.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.33,0.0,0.0,0.0,12.0
252,Treecko,Grass,,310,51.67,40,45,35,65,55,70,3,False,45,Monster,Dragon,33.33,0.0,0.0,0.0,46.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,15.0
253,Grovyle,Grass,,405,67.5,50,65,45,85,65,95,3,False,45,Monster,Dragon,31.58,0.0,0.0,10.53,42.11,5.26,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,0.0,19.0
254,Sceptile,Grass,,530,88.33,70,85,65,105,85,120,3,False,45,Monster,Dragon,30.0,0.0,0.0,10.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,20.0
255,Torchic,Fire,,310,51.67,45,60,40,70,50,45,3,False,45,Field,,0.0,26.67,0.0,0.0,33.33,0.0,0.0,0.0,6.67,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,20.0,15.0
256,Combusken,Fire,Fighting,405,67.5,60,85,60,85,60,55,3,False,45,Field,,0.0,27.78,0.0,0.0,27.78,0.0,0.0,0.0,5.56,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,16.67,18.0
257,Blaziken,Fire,Fighting,530,88.33,80,120,70,110,70,80,3,False,45,Field,,0.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0
258,Mudkip,Water,,310,51.67,50,70,50,50,50,40,3,False,45,Monster,Water 1,0.0,0.0,26.67,0.0,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,13.33,0.0,0.0,0.0,15.0
259,Marshtomp,Water,Ground,405,67.5,70,85,70,60,70,50,3,False,45,Monster,Water 1,0.0,0.0,27.78,0.0,38.89,0.0,0.0,0.0,11.11,0.0,0.0,0.0,5.56,5.56,11.11,0.0,0.0,0.0,18.0
260,Swampert,Water,Ground,535,89.17,100,110,90,85,90,60,3,False,45,Monster,Water 1,0.0,0.0,26.32,0.0,36.84,0.0,0.0,0.0,10.53,0.0,0.0,0.0,10.53,5.26,10.53,0.0,0.0,0.0,19.0
261,Poochyena,Dark,,220,36.67,35,55,35,30,30,35,3,False,255,Field,,0.0,0.0,0.0,0.0,50.0,31.25,0.0,0.0,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
262,Mightyena,Dark,,420,70.0,70,90,70,60,60,70,3,False,127,Field,,0.0,4.76,0.0,0.0,38.1,33.33,0.0,4.76,9.52,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
263,Zigzagoon,Normal,,240,40.0,38,30,41,30,41,60,3,False,255,Field,,0.0,0.0,0.0,7.14,64.29,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,14.0
263,Zigzagoon Galarian Zigzagoon,Dark,Normal,240,40.0,38,30,41,30,41,60,8,False,255,Field,,0.0,0.0,0.0,7.14,42.86,14.29,0.0,0.0,7.14,0.0,7.14,0.0,7.14,7.14,0.0,7.14,0.0,0.0,14.0
264,Linoone,Normal,,420,70.0,78,70,61,50,61,100,3,False,90,Field,,0.0,0.0,0.0,5.56,61.11,16.67,0.0,0.0,5.56,0.0,5.56,0.0,0.0,5.56,0.0,0.0,0.0,0.0,18.0
264,Linoone Galarian Linoone,Dark,Normal,420,70.0,78,70,61,50,61,100,8,False,90,Field,,0.0,0.0,0.0,5.56,38.89,27.78,0.0,0.0,5.56,0.0,5.56,0.0,5.56,5.56,0.0,5.56,0.0,0.0,18.0
265,Wurmple,Bug,,195,32.5,45,45,35,20,30,20,3,False,255,Bug,,0.0,0.0,0.0,50.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
266,Silcoon,Bug,,205,34.17,50,35,55,25,25,15,3,False,120,Bug,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
267,Beautifly,Bug,Flying,395,65.83,60,70,50,100,50,65,3,False,45,Bug,,22.22,0.0,0.0,27.78,33.33,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,18.0
268,Cascoon,Bug,,205,34.17,50,35,55,25,25,15,3,False,120,Bug,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
269,Dustox,Bug,Poison,385,64.17,60,50,70,50,90,65,3,False,45,Bug,,0.0,0.0,0.0,27.78,22.22,0.0,22.22,0.0,0.0,0.0,5.56,0.0,0.0,16.67,0.0,0.0,0.0,5.56,18.0
270,Lotad,Water,Grass,220,36.67,40,30,30,40,50,30,3,False,255,Water 1,Grass,30.77,0.0,23.08,0.0,23.08,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,13.0
271,Lombre,Water,Grass,340,56.67,60,50,50,60,70,50,3,False,120,Water 1,Grass,22.22,0.0,22.22,0.0,33.33,5.56,0.0,0.0,0.0,5.56,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,18.0
272,Ludicolo,Water,Grass,480,80.0,80,70,70,90,100,70,3,False,45,Water 1,Grass,22.22,0.0,22.22,0.0,33.33,5.56,0.0,0.0,0.0,5.56,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,18.0
273,Seedot,Grass,,220,36.67,40,40,50,30,30,30,3,False,255,Field,Grass,23.08,7.69,0.0,0.0,38.46,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,13.0
274,Nuzleaf,Grass,Dark,340,56.67,70,70,40,60,40,60,3,False,120,Field,Grass,25.0,5.0,0.0,0.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,20.0
275,Shiftry,Grass,Dark,480,80.0,90,100,60,90,60,80,3,False,45,Field,Grass,26.09,4.35,0.0,0.0,34.78,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,4.35,4.35,0.0,8.7,23.0
276,Taillow,Normal,Flying,270,45.0,40,55,30,30,30,85,3,False,200,Flying,,0.0,0.0,0.0,0.0,38.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,38.46,13.0
277,Swellow,Normal,Flying,455,75.83,60,85,60,75,50,125,3,False,45,Flying,,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,7.14,0.0,0.0,0.0,42.86,14.0
278,Wingull,Water,Flying,270,45.0,40,30,30,55,30,85,3,False,190,Water 1,Flying,0.0,0.0,18.18,0.0,27.27,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,9.09,0.0,0.0,0.0,36.36,11.0
279,Pelipper,Water,Flying,440,73.33,60,50,100,95,70,65,3,False,45,Water 1,Flying,0.0,0.0,21.05,0.0,36.84,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,26.32,19.0
280,Ralts,Psychic,Fairy,198,33.0,28,25,25,45,35,40,3,False,235,Human-Like,Amorphous,0.0,0.0,6.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,15.0
281,Kirlia,Psychic,Fairy,278,46.33,38,35,35,65,55,50,3,False,120,Human-Like,Amorphous,0.0,0.0,6.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,15.0
282,Gardevoir,Psychic,Fairy,518,86.33,68,65,65,125,115,80,3,False,45,Human-Like,Amorphous,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,20.0
283,Surskit,Bug,Water,269,44.83,40,30,32,50,52,65,3,False,200,Water 1,Bug,0.0,0.0,36.36,9.09,27.27,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,11.0
284,Masquerain,Bug,Flying,454,75.67,70,60,62,100,82,80,3,False,75,Water 1,Bug,5.0,0.0,20.0,15.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,20.0
285,Shroomish,Grass,,295,49.17,60,40,60,40,60,35,3,False,255,Fairy,Grass,61.54,0.0,0.0,0.0,23.08,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
286,Breloom,Grass,Fighting,460,76.67,60,130,80,60,60,70,3,False,90,Fairy,Grass,40.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0
287,Slakoth,Normal,,280,46.67,60,60,60,35,35,30,3,False,255,Field,,0.0,0.0,0.0,0.0,63.64,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,18.18,0.0,0.0,0.0,0.0,11.0
288,Vigoroth,Normal,,440,73.33,80,80,80,55,55,90,3,False,120,Field,,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,5.56,0.0,16.67,11.11,0.0,0.0,0.0,0.0,18.0
289,Slaking,Normal,,670,111.67,150,160,100,95,65,100,3,False,45,Field,,0.0,0.0,0.0,0.0,59.09,9.09,0.0,0.0,0.0,0.0,4.55,0.0,18.18,9.09,0.0,0.0,0.0,0.0,22.0
290,Nincada,Bug,Ground,266,44.33,31,45,90,30,30,40,3,False,255,Bug,,10.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
291,Ninjask,Bug,Flying,456,76.0,61,90,45,50,50,160,3,False,120,Bug,,5.0,0.0,0.0,15.0,50.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,20.0
292,Shedinja,Bug,Ghost,236,39.33,1,90,45,30,30,40,3,False,45,Mineral,,5.88,0.0,0.0,0.0,29.41,0.0,0.0,0.0,17.65,0.0,0.0,5.88,0.0,0.0,0.0,41.18,0.0,0.0,17.0
293,Whismur,Normal,,240,40.0,64,51,23,51,23,28,3,False,190,Monster,Field,0.0,0.0,0.0,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,12.0
294,Loudred,Normal,,360,60.0,84,71,43,71,43,48,3,False,120,Monster,Field,0.0,0.0,0.0,0.0,76.92,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,13.0
295,Exploud,Normal,,490,81.67,104,91,63,91,73,68,3,False,45,Monster,Field,0.0,5.26,0.0,0.0,63.16,10.53,0.0,5.26,0.0,5.26,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,19.0
